"RelativePath","LineNumber","Pattern","Text"
"04-engineering\07-testing\01-unit\TEST_NAMING_CONVENTIONS.md","1","ðŸ","# ðŸ· TEST NAMING CONVENTIONS"
"04-engineering\07-testing\01-unit\TEST_NAMING_CONVENTIONS.md","291","Â","Â© 2026 Telepizza Platform"
"04-engineering\07-testing\01-unit\UNIT_TESTING_STANDARD.md","1","ðŸ","# ðŸ§ª UNIT TESTING STANDARD"
"04-engineering\07-testing\01-unit\UNIT_TESTING_STANDARD.md","315","Â","Â© 2026 Telepizza Platform"
"04-engineering\07-testing\02-integration\API_TESTING_STANDARD.md","1","ðŸ","# ðŸŒ API TESTING STANDARD"
"04-engineering\07-testing\02-integration\API_TESTING_STANDARD.md","318","Â","Â© 2026 Telepizza Platform"
"04-engineering\07-testing\02-integration\DATABASE_TESTING.md","1","ðŸ","# ðŸ—„ DATABASE TESTING"
"04-engineering\07-testing\02-integration\DATABASE_TESTING.md","318","Â","Â© 2026 Telepizza Platform"
"04-engineering\07-testing\02-integration\INTEGRATION_TESTING.md","1","ðŸ","# ðŸ”— INTEGRATION TESTING"
"04-engineering\07-testing\02-integration\INTEGRATION_TESTING.md","291","Â","Â© 2026 Telepizza Platform"
"04-engineering\07-testing\03-e2e\CROSS_PLATFORM_TESTING.md","1","ðŸ","# ðŸŒ CROSS PLATFORM TESTING"
"04-engineering\07-testing\03-e2e\CROSS_PLATFORM_TESTING.md","335","Â","Â© 2026 Telepizza Platform"
"04-engineering\07-testing\03-e2e\E2E_TESTING.md","1","ðŸ","# ðŸš€ END-TO-END TESTING"
"04-engineering\07-testing\03-e2e\E2E_TESTING.md","260","Â","Â© 2026 Telepizza Platform"
"04-engineering\07-testing\03-e2e\USER_JOURNEY_TESTS.md","1","ðŸ","# ðŸ‘¤ USER JOURNEY TESTS"
"04-engineering\07-testing\03-e2e\USER_JOURNEY_TESTS.md","454","Â","Â© 2026 Telepizza Platform"
"04-engineering\07-testing\04-performance\LOAD_TESTING.md","1","ðŸ","# ðŸ“ˆ LOAD TESTING"
"04-engineering\07-testing\04-performance\LOAD_TESTING.md","201","â€“","- 2â€“4 Hours"
"04-engineering\07-testing\04-performance\LOAD_TESTING.md","251","Â","Â© 2026 Telepizza Platform"
"04-engineering\07-testing\04-performance\PERFORMANCE_TESTING.md","297","Â","Â© 2026 Telepizza Platform"
"04-engineering\07-testing\04-performance\SCALABILITY_TESTING.md","1","ðŸ","# ðŸ“ˆ SCALABILITY TESTING"
"04-engineering\07-testing\04-performance\SCALABILITY_TESTING.md","331","Â","Â© 2026 Telepizza Platform"
"04-engineering\07-testing\04-performance\STRESS_TESTING.md","1","ðŸ","# ðŸ’¥ STRESS TESTING"
"04-engineering\07-testing\04-performance\STRESS_TESTING.md","282","Â","Â© 2026 Telepizza Platform"
"04-engineering\07-testing\05-security\AUTHENTICATION_TESTS.md","1","ðŸ","# ðŸ”‘ AUTHENTICATION TESTS"
"04-engineering\07-testing\05-security\AUTHENTICATION_TESTS.md","294","Â","Â© 2026 Telepizza Platform"
"04-engineering\07-testing\05-security\AUTHORIZATION_TESTS.md","1","ðŸ","# ðŸ›‚ AUTHORIZATION TESTS"
"04-engineering\07-testing\05-security\AUTHORIZATION_TESTS.md","307","Â","Â© 2026 Telepizza Platform"
"04-engineering\07-testing\05-security\PENETRATION_TESTING.md","1","ðŸ","# ðŸ›¡ PENETRATION TESTING"
"04-engineering\07-testing\05-security\PENETRATION_TESTING.md","296","Â","Â© 2026 Telepizza Platform"
"04-engineering\07-testing\05-security\SECURITY_TESTING.md","1","ðŸ","# ðŸ” SECURITY TESTING"
"04-engineering\07-testing\05-security\SECURITY_TESTING.md","293","Â","Â© 2026 Telepizza Platform"
"04-engineering\07-testing\06-mobile\DEVICE_TESTING_MATRIX.md","1","ðŸ","# ðŸ“± DEVICE TESTING MATRIX"
"04-engineering\07-testing\06-mobile\DEVICE_TESTING_MATRIX.md","284","Â","Â© 2026 Telepizza Platform"
"04-engineering\07-testing\06-mobile\MOBILE_TESTING.md","1","ðŸ","# ðŸ“± MOBILE TESTING"
"04-engineering\07-testing\06-mobile\MOBILE_TESTING.md","304","Â","Â© 2026 Telepizza Platform"
"04-engineering\07-testing\06-mobile\OFFLINE_TESTING.md","1","ðŸ","# ðŸ“´ OFFLINE TESTING"
"04-engineering\07-testing\06-mobile\OFFLINE_TESTING.md","322","Â","Â© 2026 Telepizza Platform"
"04-engineering\07-testing\07-ai\AI_REGRESSION_TESTING.md","1","ðŸ","# ðŸ”„ AI REGRESSION TESTING"
"04-engineering\07-testing\07-ai\AI_REGRESSION_TESTING.md","373","Â","Â© 2026 Telepizza Platform"
"04-engineering\07-testing\07-ai\AI_TESTING.md","1","ðŸ","# ðŸ¤– AI TESTING"
"04-engineering\07-testing\07-ai\AI_TESTING.md","290","Â","Â© 2026 Telepizza Platform"
"04-engineering\07-testing\07-ai\MODEL_EVALUATION.md","1","ðŸ","# ðŸ§  MODEL EVALUATION"
"04-engineering\07-testing\07-ai\MODEL_EVALUATION.md","329","Â","Â© 2026 Telepizza Platform"
"04-engineering\07-testing\07-ai\PROMPT_TESTING.md","1","ðŸ","# ðŸ“ PROMPT TESTING"
"04-engineering\07-testing\07-ai\PROMPT_TESTING.md","294","Â","Â© 2026 Telepizza Platform"
"04-engineering\07-testing\07-ai\RAG_TESTING.md","1","ðŸ","# ðŸ“š RAG TESTING"
"04-engineering\07-testing\07-ai\RAG_TESTING.md","509","Â","Â© 2026 Telepizza Platform"
"04-engineering\07-testing\08-automation\CI_TEST_PIPELINE.md","1","ðŸ","# ðŸš€ CI TEST PIPELINE"
"04-engineering\07-testing\08-automation\CI_TEST_PIPELINE.md","448","Â","Â© 2026 Telepizza Platform"
"04-engineering\07-testing\08-automation\TEST_AUTOMATION.md","1","ðŸ","# ðŸ¤– TEST AUTOMATION"
"04-engineering\07-testing\08-automation\TEST_AUTOMATION.md","330","Â","Â© 2026 Telepizza Platform"
"04-engineering\07-testing\08-automation\TEST_REPORTING.md","1","ðŸ","# ðŸ“Š TEST REPORTING"
"04-engineering\07-testing\08-automation\TEST_REPORTING.md","317","Â","Â© 2026 Telepizza Platform"
"04-engineering\07-testing\09-quality\DEFECT_MANAGEMENT.md","1","ðŸ","# ðŸž DEFECT MANAGEMENT"
"04-engineering\07-testing\09-quality\DEFECT_MANAGEMENT.md","40","â€”","Defect management is a continuous improvement processâ€”not only bug fixing."
"04-engineering\07-testing\09-quality\DEFECT_MANAGEMENT.md","351","Â","Â© 2026 Telepizza Platform"
"04-engineering\07-testing\09-quality\QUALITY_GATES.md","1","ðŸ","# ðŸš¦ QUALITY GATES"
"04-engineering\07-testing\09-quality\QUALITY_GATES.md","111","â€”","## Gate 1 â€” Source Quality"
"04-engineering\07-testing\09-quality\QUALITY_GATES.md","124","â€”","## Gate 2 â€” Build Quality"
"04-engineering\07-testing\09-quality\QUALITY_GATES.md","137","â€”","## Gate 3 â€” Code Quality"
"04-engineering\07-testing\09-quality\QUALITY_GATES.md","151","â€”","## Gate 4 â€” Test Quality"
"04-engineering\07-testing\09-quality\QUALITY_GATES.md","168","â€”","## Gate 5 â€” Security"
"04-engineering\07-testing\09-quality\QUALITY_GATES.md","185","â€”","## Gate 6 â€” Performance"
"04-engineering\07-testing\09-quality\QUALITY_GATES.md","201","â€”","## Gate 7 â€” AI Quality"
"04-engineering\07-testing\09-quality\QUALITY_GATES.md","220","â€”","## Gate 8 â€” Architecture"
"04-engineering\07-testing\09-quality\QUALITY_GATES.md","232","â€”","## Gate 9 â€” Documentation"
"04-engineering\07-testing\09-quality\QUALITY_GATES.md","244","â€”","## Gate 10 â€” Release Readiness"
"04-engineering\07-testing\09-quality\QUALITY_GATES.md","382","Â","Â© 2026 Telepizza Platform"
"04-engineering\07-testing\09-quality\RELEASE_CRITERIA.md","1","ðŸ","# ðŸš€ RELEASE CRITERIA"
"04-engineering\07-testing\09-quality\RELEASE_CRITERIA.md","338","Â","Â© 2026 Telepizza Platform"
"04-engineering\08-deployment\00-overview\INDEX.md","1","ðŸ","# ðŸ“š Deployment Engineering Index"
"04-engineering\08-deployment\00-overview\INDEX.md","267","Â","Â© 2026 Telepizza Platform"
"04-engineering\08-deployment\00-overview\README.md","1","ðŸ","# ðŸš€ Deployment Engineering"
"04-engineering\08-deployment\00-overview\README.md","43","â€”","Deployment should be a routine engineering processâ€”not a high-risk event."
"04-engineering\08-deployment\00-overview\README.md","304","Â","Â© 2026 Telepizza Platform"
"04-engineering\08-deployment\01-strategy\DEPLOYMENT_CHECKLIST.md","360","Â","Â© 2026 Telepizza Platform"
"04-engineering\08-deployment\01-strategy\DEPLOYMENT_STRATEGY.md","1","ðŸ","# ðŸš€ DEPLOYMENT STRATEGY"
"04-engineering\08-deployment\01-strategy\DEPLOYMENT_STRATEGY.md","294","Â","Â© 2026 Telepizza Platform"
"04-engineering\08-deployment\01-strategy\RELEASE_DEPLOYMENT_FLOW.md","1","ðŸ","# ðŸ”„ RELEASE DEPLOYMENT FLOW"
"04-engineering\08-deployment\01-strategy\RELEASE_DEPLOYMENT_FLOW.md","325","Â","Â© 2026 Telepizza Platform"
"04-engineering\08-deployment\02-environments\CONFIGURATION_MANAGEMENT.md","293","Â","Â© 2026 Telepizza Platform"
"04-engineering\08-deployment\02-environments\ENVIRONMENT_MANAGEMENT.md","1","ðŸ","# ðŸŒ ENVIRONMENT MANAGEMENT"
"04-engineering\08-deployment\02-environments\ENVIRONMENT_MANAGEMENT.md","362","Â","Â© 2026 Telepizza Platform"
"04-engineering\08-deployment\02-environments\SECRET_MANAGEMENT.md","1","ðŸ","# ðŸ” SECRET MANAGEMENT"
"04-engineering\08-deployment\02-environments\SECRET_MANAGEMENT.md","278","Â","Â© 2026 Telepizza Platform"
"04-engineering\08-deployment\03-containers\CONTAINER_REGISTRY.md","1","ðŸ","# ðŸ“¦ CONTAINER REGISTRY"
"04-engineering\08-deployment\03-containers\CONTAINER_REGISTRY.md","318","Â","Â© 2026 Telepizza Platform"
"04-engineering\08-deployment\03-containers\DOCKER_STANDARD.md","1","ðŸ","# ðŸ³ DOCKER STANDARD"
"04-engineering\08-deployment\03-containers\DOCKER_STANDARD.md","278","Â","Â© 2026 Telepizza Platform"
"04-engineering\08-deployment\03-containers\IMAGE_VERSIONING.md","1","ðŸ","# ðŸ·ï¸ IMAGE VERSIONING"
"04-engineering\08-deployment\03-containers\IMAGE_VERSIONING.md","299","Â","Â© 2026 Telepizza Platform"
"04-engineering\08-deployment\04-kubernetes\AUTO_SCALING.md","1","ðŸ","# ðŸ“ˆ AUTO SCALING"
"04-engineering\08-deployment\04-kubernetes\AUTO_SCALING.md","264","â€“","| Average CPU Utilization  | 50â€“70%                 |"
"04-engineering\08-deployment\04-kubernetes\AUTO_SCALING.md","293","Â","Â© 2026 Telepizza Platform"
"04-engineering\08-deployment\04-kubernetes\HELM_STANDARDS.md","282","Â","Â© 2026 Telepizza Platform"
"04-engineering\08-deployment\04-kubernetes\KUBERNETES_DEPLOYMENT.md","299","Â","Â© 2026 Telepizza Platform"
"04-engineering\08-deployment\05-cicd\CI_CD_DEPLOYMENT.md","1","ðŸ","# ðŸš€ CI/CD DEPLOYMENT"
"04-engineering\08-deployment\05-cicd\CI_CD_DEPLOYMENT.md","322","Â","Â© 2026 Telepizza Platform"
"04-engineering\08-deployment\05-cicd\DEPLOYMENT_PIPELINES.md","1","ðŸ","# ðŸš€ DEPLOYMENT PIPELINES"
"04-engineering\08-deployment\05-cicd\DEPLOYMENT_PIPELINES.md","314","Â","Â© 2026 Telepizza Platform"
"04-engineering\08-deployment\05-cicd\GITHUB_ACTIONS.md","311","Â","Â© 2026 Telepizza Platform"
"04-engineering\08-deployment\06-release\BLUE_GREEN_DEPLOYMENT.md","1","ðŸ","# ðŸ”µðŸŸ¢ BLUE-GREEN DEPLOYMENT"
"04-engineering\08-deployment\06-release\BLUE_GREEN_DEPLOYMENT.md","223","Â","Â© 2026 Telepizza Platform"
"04-engineering\08-deployment\06-release\CANARY_DEPLOYMENT.md","1","ðŸ","# ðŸ¤ CANARY DEPLOYMENT"
"04-engineering\08-deployment\06-release\CANARY_DEPLOYMENT.md","238","Â","Â© 2026 Telepizza Platform"
"04-engineering\08-deployment\06-release\ROLLBACK_STRATEGY.md","274","Â","Â© 2026 Telepizza Platform"
"04-engineering\08-deployment\07-resilience\BACKUP_RECOVERY.md","1","ðŸ","# ðŸ’¾ BACKUP & RECOVERY"
"04-engineering\08-deployment\07-resilience\BACKUP_RECOVERY.md","302","Â","Â© 2026 Telepizza Platform"
"04-engineering\08-deployment\07-resilience\BUSINESS_CONTINUITY.md","1","ðŸ","# ðŸ¢ BUSINESS CONTINUITY"
"04-engineering\08-deployment\07-resilience\BUSINESS_CONTINUITY.md","273","Â","Â© 2026 Telepizza Platform"
"04-engineering\08-deployment\07-resilience\DISASTER_RECOVERY.md","1","ðŸ","# ðŸš¨ DISASTER RECOVERY"
"04-engineering\08-deployment\07-resilience\DISASTER_RECOVERY.md","311","Â","Â© 2026 Telepizza Platform"
"04-engineering\08-deployment\08-observability\LOGGING_STANDARD.md","1","ðŸ","# ðŸ“œ LOGGING STANDARD"
"04-engineering\08-deployment\08-observability\LOGGING_STANDARD.md","310","Â","Â© 2026 Telepizza Platform"
"04-engineering\08-deployment\08-observability\METRICS_STANDARD.md","1","ðŸ","# ðŸ“Š METRICS STANDARD"
"04-engineering\08-deployment\08-observability\METRICS_STANDARD.md","331","Â","Â© 2026 Telepizza Platform"
"04-engineering\08-deployment\08-observability\MONITORING_ALERTING.md","1","ðŸ","# ðŸš¨ MONITORING & ALERTING"
"04-engineering\08-deployment\08-observability\MONITORING_ALERTING.md","299","Â","Â© 2026 Telepizza Platform"
"04-engineering\08-deployment\08-observability\OBSERVABILITY.md","1","ðŸ","# ðŸ”­ OBSERVABILITY"
"04-engineering\08-deployment\08-observability\OBSERVABILITY.md","298","Â","Â© 2026 Telepizza Platform"
"04-engineering\08-deployment\08-observability\TRACING_STANDARD.md","1","ðŸ","# ðŸ”— TRACING STANDARD"
"04-engineering\08-deployment\08-observability\TRACING_STANDARD.md","275","Â","Â© 2026 Telepizza Platform"
"04-engineering\08-deployment\09-operations\INCIDENT_RESPONSE.md","1","ðŸ","# ðŸš¨ INCIDENT RESPONSE"
"04-engineering\08-deployment\09-operations\INCIDENT_RESPONSE.md","331","Â","Â© 2026 Telepizza Platform"
"04-engineering\08-deployment\09-operations\ON_CALL_GUIDE.md","1","ðŸ","# ðŸ“ž ON-CALL GUIDE"
"04-engineering\08-deployment\09-operations\ON_CALL_GUIDE.md","47","Ã","- 24Ã—7 Operational Coverage"
"04-engineering\08-deployment\09-operations\ON_CALL_GUIDE.md","281","Â","Â© 2026 Telepizza Platform"
"04-engineering\08-deployment\09-operations\POSTMORTEM_PROCESS.md","1","ðŸ","# ðŸ“‹ POSTMORTEM PROCESS"
"04-engineering\08-deployment\09-operations\POSTMORTEM_PROCESS.md","40","â€”","Postmortems exist to improve systemsâ€”not assign blame."
"04-engineering\08-deployment\09-operations\POSTMORTEM_PROCESS.md","317","Â","Â© 2026 Telepizza Platform"
"04-engineering\08-deployment\09-operations\RUNBOOKS.md","1","ðŸ","# ðŸ“˜ RUNBOOKS"
"04-engineering\08-deployment\09-operations\RUNBOOKS.md","255","Â","Â© 2026 Telepizza Platform"
"04-engineering\08-deployment\10-reference\DEPLOYMENT_CHECKLIST_MASTER.md","200","Â","Â© 2026 Telepizza Platform"
"04-engineering\08-deployment\10-reference\DEPLOYMENT_GLOSSARY.md","1","ðŸ","# ðŸ“– DEPLOYMENT GLOSSARY"
"04-engineering\08-deployment\10-reference\DEPLOYMENT_GLOSSARY.md","170","Â","Â© 2026 Telepizza Platform"
"04-engineering\08-deployment\10-reference\TOOL_REFERENCE.md","1","ðŸ","# ðŸ› ï¸ TOOL REFERENCE"
"04-engineering\08-deployment\10-reference\TOOL_REFERENCE.md","236","Â","Â© 2026 Telepizza Platform"
"04-engineering\09-security\01-security-governance\SECURITY_GOVERNANCE.md","1","ðŸ","# ðŸ›¡ï¸ SECURITY GOVERNANCE"
"04-engineering\09-security\01-security-governance\SECURITY_GOVERNANCE.md","268","Â","Â© 2026 Telepizza Platform"
"04-engineering\09-security\01-security-governance\SECURITY_POLICIES.md","1","ðŸ","# ðŸ“œ SECURITY POLICIES"
"04-engineering\09-security\01-security-governance\SECURITY_POLICIES.md","237","Â","Â© 2026 Telepizza Platform"
"04-engineering\09-security\01-security-governance\SECURITY_STRATEGY.md","1","ðŸ","# ðŸ” SECURITY STRATEGY"
"04-engineering\09-security\01-security-governance\SECURITY_STRATEGY.md","205","Â","Â© 2026 Telepizza Platform"
"04-engineering\09-security\02-identity-access\IAM_STANDARD.md","1","ðŸ","# ðŸ‘¤ IDENTITY & ACCESS MANAGEMENT (IAM) STANDARD"
"04-engineering\09-security\02-identity-access\IAM_STANDARD.md","264","Â","Â© 2026 Telepizza Platform"
"04-engineering\09-security\02-identity-access\MFA_STANDARD.md","1","ðŸ","# ðŸ”‘ MULTI-FACTOR AUTHENTICATION (MFA) STANDARD"
"04-engineering\09-security\02-identity-access\MFA_STANDARD.md","237","Â","Â© 2026 Telepizza Platform"
"04-engineering\09-security\02-identity-access\RBAC_STANDARD.md","1","ðŸ","# ðŸ” ROLE-BASED ACCESS CONTROL (RBAC) STANDARD"
"04-engineering\09-security\02-identity-access\RBAC_STANDARD.md","41","â€”","Access should be granted based on responsibilitiesâ€”not individuals."
"04-engineering\09-security\02-identity-access\RBAC_STANDARD.md","255","Â","Â© 2026 Telepizza Platform"
"04-engineering\09-security\03-application-security\DEPENDENCY_SECURITY.md","1","ðŸ","# ðŸ“¦ DEPENDENCY SECURITY"
"04-engineering\09-security\03-application-security\DEPENDENCY_SECURITY.md","258","Â","Â© 2026 Telepizza Platform"
"04-engineering\09-security\03-application-security\INPUT_VALIDATION.md","1","ðŸ","# ðŸ›¡ï¸ INPUT VALIDATION STANDARD"
"04-engineering\09-security\03-application-security\INPUT_VALIDATION.md","257","Â","Â© 2026 Telepizza Platform"
"04-engineering\09-security\03-application-security\SECURE_CODING.md","1","ðŸ","# ðŸ”’ SECURE CODING STANDARD"
"04-engineering\09-security\03-application-security\SECURE_CODING.md","271","Â","Â© 2026 Telepizza Platform"
"04-engineering\09-security\04-api-security\API_SECURITY.md","1","ðŸ","# ðŸŒ API SECURITY"
"04-engineering\09-security\04-api-security\API_SECURITY.md","278","Â","Â© 2026 Telepizza Platform"
"04-engineering\09-security\04-api-security\AUTHENTICATION_SECURITY.md","1","ðŸ","# ðŸ”‘ AUTHENTICATION SECURITY"
"04-engineering\09-security\04-api-security\AUTHENTICATION_SECURITY.md","264","Â","Â© 2026 Telepizza Platform"
"04-engineering\09-security\04-api-security\AUTHORIZATION_SECURITY.md","1","ðŸ","# ðŸ”’ AUTHORIZATION SECURITY"
"04-engineering\09-security\04-api-security\AUTHORIZATION_SECURITY.md","261","Â","Â© 2026 Telepizza Platform"
"04-engineering\09-security\05-data-security\DATA_CLASSIFICATION.md","1","ðŸ","# ðŸ—‚ï¸ DATA CLASSIFICATION STANDARD"
"04-engineering\09-security\05-data-security\DATA_CLASSIFICATION.md","264","Â","Â© 2026 Telepizza Platform"
"04-engineering\09-security\05-data-security\DATA_ENCRYPTION.md","1","ðŸ","# ðŸ” DATA ENCRYPTION STANDARD"
"04-engineering\09-security\05-data-security\DATA_ENCRYPTION.md","255","Â","Â© 2026 Telepizza Platform"
"04-engineering\09-security\05-data-security\KEY_MANAGEMENT.md","1","ðŸ","# ðŸ”‘ ENTERPRISE KEY MANAGEMENT STANDARD"
"04-engineering\09-security\05-data-security\KEY_MANAGEMENT.md","291","Â","Â© 2026 Telepizza Platform"
"04-engineering\09-security\06-infrastructure-security\CONTAINER_SECURITY.md","1","ðŸ","# ðŸ³ CONTAINER SECURITY STANDARD"
"04-engineering\09-security\06-infrastructure-security\CONTAINER_SECURITY.md","270","Â","Â© 2026 Telepizza Platform"
"04-engineering\09-security\06-infrastructure-security\KUBERNETES_SECURITY.md","263","Â","Â© 2026 Telepizza Platform"
"04-engineering\09-security\06-infrastructure-security\NETWORK_SECURITY.md","1","ðŸ","# ðŸŒ NETWORK SECURITY STANDARD"
"04-engineering\09-security\06-infrastructure-security\NETWORK_SECURITY.md","271","Â","Â© 2026 Telepizza Platform"
"04-engineering\09-security\07-cloud-security\BACKUP_SECURITY.md","1","ðŸ","# ðŸ’¾ BACKUP SECURITY STANDARD"
"04-engineering\09-security\07-cloud-security\BACKUP_SECURITY.md","278","Â","Â© 2026 Telepizza Platform"
"04-engineering\09-security\07-cloud-security\CLOUD_SECURITY.md","239","Â","Â© 2026 Telepizza Platform"
"04-engineering\09-security\07-cloud-security\SECRET_ROTATION.md","1","ðŸ","# ðŸ”„ SECRET ROTATION STANDARD"
"04-engineering\09-security\07-cloud-security\SECRET_ROTATION.md","249","Â","Â© 2026 Telepizza Platform"
"04-engineering\09-security\08-ai-security\AI_GUARDRAILS.md","1","ðŸ","# ðŸ›¡ï¸ AI GUARDRAILS STANDARD"
"04-engineering\09-security\08-ai-security\AI_GUARDRAILS.md","277","Â","Â© 2026 Telepizza Platform"
"04-engineering\09-security\08-ai-security\AI_SAFETY.md","1","ðŸ","# ðŸ§­ AI SAFETY STANDARD"
"04-engineering\09-security\08-ai-security\AI_SAFETY.md","307","Â","Â© 2026 Telepizza Platform"
"04-engineering\09-security\08-ai-security\AI_SECURITY.md","1","ðŸ","# ðŸ¤– AI SECURITY STANDARD"
"04-engineering\09-security\08-ai-security\AI_SECURITY.md","280","Â","Â© 2026 Telepizza Platform"
"04-engineering\09-security\08-ai-security\MODEL_SECURITY.md","1","ðŸ","# ðŸ§  MODEL SECURITY STANDARD"
"04-engineering\09-security\08-ai-security\MODEL_SECURITY.md","265","Â","Â© 2026 Telepizza Platform"
"04-engineering\09-security\08-ai-security\PROMPT_SECURITY.md","1","ðŸ","# ðŸ›¡ï¸ PROMPT SECURITY STANDARD"
"04-engineering\09-security\08-ai-security\PROMPT_SECURITY.md","265","Â","Â© 2026 Telepizza Platform"
"04-engineering\09-security\09-compliance\AUDIT_STANDARD.md","1","ðŸ","# ðŸ“‘ ENTERPRISE AUDIT STANDARD"
"04-engineering\09-security\09-compliance\AUDIT_STANDARD.md","280","Â","Â© 2026 Telepizza Platform"
"04-engineering\09-security\09-compliance\COMPLIANCE_FRAMEWORK.md","1","ðŸ","# ðŸ“‹ ENTERPRISE COMPLIANCE FRAMEWORK"
"04-engineering\09-security\09-compliance\COMPLIANCE_FRAMEWORK.md","254","Â","Â© 2026 Telepizza Platform"
"04-engineering\09-security\09-compliance\RISK_MANAGEMENT.md","250","Â","Â© 2026 Telepizza Platform"
"04-engineering\09-security\09-compliance\VULNERABILITY_MANAGEMENT.md","1","ðŸ","# ðŸ›¡ï¸ ENTERPRISE VULNERABILITY MANAGEMENT STANDARD"
"04-engineering\09-security\09-compliance\VULNERABILITY_MANAGEMENT.md","262","Â","Â© 2026 Telepizza Platform"
"04-engineering\09-security\10-reference\SECURITY_CHECKLIST.md","187","Â","Â© 2026 Telepizza Platform"
"04-engineering\09-security\10-reference\SECURITY_GLOSSARY.md","1","ðŸ","# ðŸ“š SECURITY GLOSSARY"
"04-engineering\09-security\10-reference\SECURITY_GLOSSARY.md","106","Â","Â© 2026 Telepizza Platform"
"04-engineering\09-security\10-reference\SECURITY_TOOL_REFERENCE.md","1","ðŸ","# ðŸ› ï¸ SECURITY TOOL REFERENCE"
"04-engineering\09-security\10-reference\SECURITY_TOOL_REFERENCE.md","223","Â","Â© 2026 Telepizza Platform"
"04-engineering\09-security\11-blueprints\AI_SECURITY_REFERENCE_ARCHITECTURE.md","1","ðŸ","# ðŸ¤– AI SECURITY REFERENCE ARCHITECTURE"
"04-engineering\09-security\11-blueprints\AI_SECURITY_REFERENCE_ARCHITECTURE.md","218","Â","Â© 2026 Telepizza Platform"
"04-engineering\09-security\11-blueprints\DEFENSE_IN_DEPTH.md","1","ðŸ","# ðŸ›¡ï¸ DEFENSE IN DEPTH"
"04-engineering\09-security\11-blueprints\DEFENSE_IN_DEPTH.md","99","â€”","# Layer 1 â€” Physical Security"
"04-engineering\09-security\11-blueprints\DEFENSE_IN_DEPTH.md","117","â€”","# Layer 2 â€” Identity Security"
"04-engineering\09-security\11-blueprints\DEFENSE_IN_DEPTH.md","137","â€”","# Layer 3 â€” Network Security"
"04-engineering\09-security\11-blueprints\DEFENSE_IN_DEPTH.md","149","â€”","# Layer 4 â€” Application Security"
"04-engineering\09-security\11-blueprints\DEFENSE_IN_DEPTH.md","167","â€”","# Layer 5 â€” API Security"
"04-engineering\09-security\11-blueprints\DEFENSE_IN_DEPTH.md","186","â€”","# Layer 6 â€” Data Security"
"04-engineering\09-security\11-blueprints\DEFENSE_IN_DEPTH.md","205","â€”","# Layer 7 â€” AI Security"
"04-engineering\09-security\11-blueprints\DEFENSE_IN_DEPTH.md","225","â€”","# Layer 8 â€” Infrastructure Security"
"04-engineering\09-security\11-blueprints\DEFENSE_IN_DEPTH.md","244","â€”","# Layer 9 â€” Cloud Security"
"04-engineering\09-security\11-blueprints\DEFENSE_IN_DEPTH.md","263","â€”","# Layer 10 â€” Monitoring & Detection"
"04-engineering\09-security\11-blueprints\DEFENSE_IN_DEPTH.md","282","â€”","# Layer 11 â€” Incident Response"
"04-engineering\09-security\11-blueprints\DEFENSE_IN_DEPTH.md","294","â€”","# Layer 12 â€” Backup & Recovery"
"04-engineering\09-security\11-blueprints\DEFENSE_IN_DEPTH.md","345","Â","Â© 2026 Telepizza Platform"
"04-engineering\09-security\11-blueprints\ENTERPRISE_SECURITY_ARCHITECTURE.md","1","ðŸ","# ðŸ›ï¸ ENTERPRISE SECURITY REFERENCE ARCHITECTURE"
"04-engineering\09-security\11-blueprints\ENTERPRISE_SECURITY_ARCHITECTURE.md","221","Â","Â© 2026 Telepizza Platform"
"04-engineering\09-security\11-blueprints\ENTERPRISE_SECURITY_DASHBOARD.md","1","ðŸ","# ðŸ“Š ENTERPRISE SECURITY DASHBOARD"
"04-engineering\09-security\11-blueprints\ENTERPRISE_SECURITY_DASHBOARD.md","197","Â","Â© 2026 Telepizza Platform"
"04-engineering\09-security\11-blueprints\ENTERPRISE_TRUST_BOUNDARIES.md","1","ðŸ","# ðŸ” ENTERPRISE TRUST BOUNDARIES"
"04-engineering\09-security\11-blueprints\ENTERPRISE_TRUST_BOUNDARIES.md","270","Â","Â© 2026 Telepizza Platform"
"04-engineering\09-security\11-blueprints\SECURITY_CONTROL_MATRIX.md","1","ðŸ","# ðŸ›¡ï¸ SECURITY CONTROL MATRIX"
"04-engineering\09-security\11-blueprints\SECURITY_CONTROL_MATRIX.md","197","Â","Â© 2026 Telepizza Platform"
"04-engineering\09-security\11-blueprints\SECURITY_DECISION_RECORDS.md","1","ðŸ","# ðŸ“‹ SECURITY ARCHITECTURE DECISION RECORDS (ADR)"
"04-engineering\09-security\11-blueprints\SECURITY_DECISION_RECORDS.md","233","Â","Â© 2026 Telepizza Platform"
"04-engineering\09-security\11-blueprints\SECURITY_IMPLEMENTATION_ROADMAP.md","1","ðŸ","# ðŸ›£ï¸ SECURITY IMPLEMENTATION ROADMAP"
"04-engineering\09-security\11-blueprints\SECURITY_IMPLEMENTATION_ROADMAP.md","41","â€”","# Phase 1 â€” Security Foundation"
"04-engineering\09-security\11-blueprints\SECURITY_IMPLEMENTATION_ROADMAP.md","66","â€”","# Phase 2 â€” Identity & Access"
"04-engineering\09-security\11-blueprints\SECURITY_IMPLEMENTATION_ROADMAP.md","90","â€”","# Phase 3 â€” Application & API Security"
