"RelativePath","Folder","FileName","Extension","SizeBytes","Lines"
"05-ai-agents\08 Governance Team\04_AI_APPROVAL_WORKFLOW_MANAGER.md","05-ai-agents\08 Governance Team","04_AI_APPROVAL_WORKFLOW_MANAGER.md",".md","7494","550"
"05-ai-agents\08 Governance Team\05_AI_PERMISSION_MANAGER.md","05-ai-agents\08 Governance Team","05_AI_PERMISSION_MANAGER.md",".md","7501","548"
"05-ai-agents\08 Governance Team\06_AI_RISK_MANAGER.md","05-ai-agents\08 Governance Team","06_AI_RISK_MANAGER.md",".md","7313","547"
"05-ai-agents\08 Governance Team\07_AI_COMPLIANCE_MANAGER.md","05-ai-agents\08 Governance Team","07_AI_COMPLIANCE_MANAGER.md",".md","7734","548"
"05-ai-agents\08 Governance Team\08_AI_AUDIT_MANAGER.md","05-ai-agents\08 Governance Team","08_AI_AUDIT_MANAGER.md",".md","7133","544"
"05-ai-agents\08 Governance Team\09_AI_SECURITY_GOVERNANCE_MANAGER.md","05-ai-agents\08 Governance Team","09_AI_SECURITY_GOVERNANCE_MANAGER.md",".md","7844","552"
"05-ai-agents\08 Governance Team\10_AI_ETHICS_MANAGER.md","05-ai-agents\08 Governance Team","10_AI_ETHICS_MANAGER.md",".md","7413","551"
"05-ai-agents\08 Governance Team\11_AI_DECISION_ENGINE_MANAGER.md","05-ai-agents\08 Governance Team","11_AI_DECISION_ENGINE_MANAGER.md",".md","7753","569"
"05-ai-agents\08 Governance Team\12_AI_ACCESS_CONTROL_MANAGER.md","05-ai-agents\08 Governance Team","12_AI_ACCESS_CONTROL_MANAGER.md",".md","7335","553"
"05-ai-agents\08 Governance Team\13_AI_CHANGE_MANAGEMENT_MANAGER.md","05-ai-agents\08 Governance Team","13_AI_CHANGE_MANAGEMENT_MANAGER.md",".md","7416","562"
"05-ai-agents\08 Governance Team\14_AI_INCIDENT_RESPONSE_MANAGER.md","05-ai-agents\08 Governance Team","14_AI_INCIDENT_RESPONSE_MANAGER.md",".md","7810","567"
"05-ai-agents\08 Governance Team\15_AI_BUSINESS_CONTINUITY_MANAGER.md","05-ai-agents\08 Governance Team","15_AI_BUSINESS_CONTINUITY_MANAGER.md",".md","8014","553"
"05-ai-agents\08 Governance Team\16_AI_GOVERNANCE_PROJECT_MANAGER.md","05-ai-agents\08 Governance Team","16_AI_GOVERNANCE_PROJECT_MANAGER.md",".md","7838","557"
"05-ai-agents\08 Governance Team\GOVERNANCE_GUIDE.md","05-ai-agents\08 Governance Team","GOVERNANCE_GUIDE.md",".md","5798","402"
"05-ai-agents\08 Governance Team\INDEX.md","05-ai-agents\08 Governance Team","INDEX.md",".md","4361","258"
"05-ai-agents\08 Governance Team\KPI_FRAMEWORK.md","05-ai-agents\08 Governance Team","KPI_FRAMEWORK.md",".md","5562","391"
"05-ai-agents\08 Governance Team\ORG_CHART.md","05-ai-agents\08 Governance Team","ORG_CHART.md",".md","5297","343"
"05-ai-agents\08 Governance Team\README.md","05-ai-agents\08 Governance Team","README.md",".md","4073","225"
"05-ai-agents\08 Governance Team\RESPONSIBILITY_MATRIX.md","05-ai-agents\08 Governance Team","RESPONSIBILITY_MATRIX.md",".md","6646","209"
"05-ai-agents\08 Governance Team\ROADMAP.md","05-ai-agents\08 Governance Team","ROADMAP.md",".md","5412","309"
"05-ai-agents\08 Governance Team\WORKFLOW_MAP.md","05-ai-agents\08 Governance Team","WORKFLOW_MAP.md",".md","5591","806"
"05-ai-agents\09-security-team\01_AI_SECURITY_ARCHITECT.md","05-ai-agents\09-security-team","01_AI_SECURITY_ARCHITECT.md",".md","8160","548"
"05-ai-agents\09-security-team\02_AI_SOC_MANAGER.md","05-ai-agents\09-security-team","02_AI_SOC_MANAGER.md",".md","7380","556"
"05-ai-agents\09-security-team\03_AI_THREAT_INTELLIGENCE_MANAGER.md","05-ai-agents\09-security-team","03_AI_THREAT_INTELLIGENCE_MANAGER.md",".md","7806","551"
"05-ai-agents\09-security-team\04_AI_VULNERABILITY_MANAGER.md","05-ai-agents\09-security-team","04_AI_VULNERABILITY_MANAGER.md",".md","7771","550"
"05-ai-agents\09-security-team\05_AI_PENETRATION_TEST_MANAGER.md","05-ai-agents\09-security-team","05_AI_PENETRATION_TEST_MANAGER.md",".md","7867","551"
"05-ai-agents\09-security-team\06_AI_ENDPOINT_SECURITY_MANAGER.md","05-ai-agents\09-security-team","06_AI_ENDPOINT_SECURITY_MANAGER.md",".md","7457","550"
"05-ai-agents\09-security-team\07_AI_NETWORK_SECURITY_MANAGER.md","05-ai-agents\09-security-team","07_AI_NETWORK_SECURITY_MANAGER.md",".md","7611","552"
"05-ai-agents\09-security-team\08_AI_APPLICATION_SECURITY_MANAGER.md","05-ai-agents\09-security-team","08_AI_APPLICATION_SECURITY_MANAGER.md",".md","7851","560"
"05-ai-agents\09-security-team\09_AI_CLOUD_SECURITY_MANAGER.md","05-ai-agents\09-security-team","09_AI_CLOUD_SECURITY_MANAGER.md",".md","7664","554"
"05-ai-agents\09-security-team\10_AI_IDENTITY_SECURITY_MANAGER.md","05-ai-agents\09-security-team","10_AI_IDENTITY_SECURITY_MANAGER.md",".md","7638","552"
"05-ai-agents\09-security-team\11_AI_SECURITY_OPERATIONS_MANAGER.md","05-ai-agents\09-security-team","11_AI_SECURITY_OPERATIONS_MANAGER.md",".md","7766","550"
"05-ai-agents\09-security-team\12_AI_DIGITAL_FORENSICS_MANAGER.md","05-ai-agents\09-security-team","12_AI_DIGITAL_FORENSICS_MANAGER.md",".md","7841","552"
"05-ai-agents\09-security-team\13_AI_SECURITY_AWARENESS_MANAGER.md","05-ai-agents\09-security-team","13_AI_SECURITY_AWARENESS_MANAGER.md",".md","7709","550"
"05-ai-agents\09-security-team\14_AI_PRIVACY_MANAGER.md","05-ai-agents\09-security-team","14_AI_PRIVACY_MANAGER.md",".md","7784","550"
"05-ai-agents\09-security-team\15_AI_SECURITY_AUTOMATION_MANAGER.md","05-ai-agents\09-security-team","15_AI_SECURITY_AUTOMATION_MANAGER.md",".md","7765","550"
"05-ai-agents\09-security-team\16_AI_SECURITY_PROJECT_MANAGER.md","05-ai-agents\09-security-team","16_AI_SECURITY_PROJECT_MANAGER.md",".md","7739","551"
"05-ai-agents\09-security-team\INDEX.md","05-ai-agents\09-security-team","INDEX.md",".md","4693","265"
"05-ai-agents\09-security-team\KPI_FRAMEWORK.md","05-ai-agents\09-security-team","KPI_FRAMEWORK.md",".md","6591","428"
"05-ai-agents\09-security-team\ORG_CHART.md","05-ai-agents\09-security-team","ORG_CHART.md",".md","6194","423"
"05-ai-agents\09-security-team\README.md","05-ai-agents\09-security-team","README.md",".md","4110","171"
"05-ai-agents\09-security-team\RESPONSIBILITY_MATRIX.md","05-ai-agents\09-security-team","RESPONSIBILITY_MATRIX.md",".md","7787","244"
"05-ai-agents\09-security-team\ROADMAP.md","05-ai-agents\09-security-team","ROADMAP.md",".md","5338","305"
"05-ai-agents\09-security-team\SECURITY_GUIDE.md","05-ai-agents\09-security-team","SECURITY_GUIDE.md",".md","6533","388"
"05-ai-agents\09-security-team\WORKFLOW_MAP.md","05-ai-agents\09-security-team","WORKFLOW_MAP.md",".md","5733","787"
"05-ai-agents\10-devops-team\01_AI_DEVOPS_DIRECTOR.md","05-ai-agents\10-devops-team","01_AI_DEVOPS_DIRECTOR.md",".md","5266","334"
"05-ai-agents\10-devops-team\02_AI_PLATFORM_ENGINEERING_MANAGER.md","05-ai-agents\10-devops-team","02_AI_PLATFORM_ENGINEERING_MANAGER.md",".md","6228","363"
"05-ai-agents\10-devops-team\03_AI_CI_CD_MANAGER.md","05-ai-agents\10-devops-team","03_AI_CI_CD_MANAGER.md",".md","5856","419"
"05-ai-agents\10-devops-team\04_AI_DOCKER_MANAGER.md","05-ai-agents\10-devops-team","04_AI_DOCKER_MANAGER.md",".md","6145","415"
"05-ai-agents\10-devops-team\05_AI_KUBERNETES_MANAGER.md","05-ai-agents\10-devops-team","05_AI_KUBERNETES_MANAGER.md",".md","6361","444"
"05-ai-agents\10-devops-team\06_AI_CLOUD_INFRASTRUCTURE_MANAGER.md","05-ai-agents\10-devops-team","06_AI_CLOUD_INFRASTRUCTURE_MANAGER.md",".md","5472","351"
"05-ai-agents\10-devops-team\08_AI_OBSERVABILITY_MANAGER.md","05-ai-agents\10-devops-team","08_AI_OBSERVABILITY_MANAGER.md",".md","6151","396"
"05-ai-agents\10-devops-team\09_AI_RELEASE_MANAGER.md","05-ai-agents\10-devops-team","09_AI_RELEASE_MANAGER.md",".md","5847","431"
"05-ai-agents\10-devops-team\10_AI_CONFIGURATION_MANAGER.md","05-ai-agents\10-devops-team","10_AI_CONFIGURATION_MANAGER.md",".md","6489","420"
"05-ai-agents\10-devops-team\11_AI_BACKUP_DISASTER_RECOVERY_MANAGER.md","05-ai-agents\10-devops-team","11_AI_BACKUP_DISASTER_RECOVERY_MANAGER.md",".md","6010","403"
"05-ai-agents\10-devops-team\12_AI_DEVSECOPS_MANAGER.md","05-ai-agents\10-devops-team","12_AI_DEVSECOPS_MANAGER.md",".md","9119","728"
"05-ai-agents\10-devops-team\13_AI_INFRASTRUCTURE_AUTOMATION_MANAGER.md","05-ai-agents\10-devops-team","13_AI_INFRASTRUCTURE_AUTOMATION_MANAGER.md",".md","11521","662"
"05-ai-agents\10-devops-team\14_AI_COST_OPTIMIZATION_MANAGER.md","05-ai-agents\10-devops-team","14_AI_COST_OPTIMIZATION_MANAGER.md",".md","8955","661"
"05-ai-agents\10-devops-team\15_AI_INCIDENT_RESPONSE_MANAGER.md","05-ai-agents\10-devops-team","15_AI_INCIDENT_RESPONSE_MANAGER.md",".md","5942","410"
"05-ai-agents\10-devops-team\16_AI_DEVOPS_PROJECT_MANAGER.md","05-ai-agents\10-devops-team","16_AI_DEVOPS_PROJECT_MANAGER.md",".md","6266","441"
"05-ai-agents\10-devops-team\7_AI_SITE_RELIABILITY_ENGINEERING_MANAGER.md","05-ai-agents\10-devops-team","7_AI_SITE_RELIABILITY_ENGINEERING_MANAGER.md",".md","6310","381"
"05-ai-agents\10-devops-team\DEVOPS_GUIDE.md","05-ai-agents\10-devops-team","DEVOPS_GUIDE.md",".md","4606","339"
"05-ai-agents\10-devops-team\INDEX.md","05-ai-agents\10-devops-team","INDEX.md",".md","4848","271"
"05-ai-agents\10-devops-team\KPI_FRAMEWORK.md","05-ai-agents\10-devops-team","KPI_FRAMEWORK.md",".md","6462","427"
"05-ai-agents\10-devops-team\ORG_CHART.md","05-ai-agents\10-devops-team","ORG_CHART.md",".md","6197","422"
"05-ai-agents\10-devops-team\README.md","05-ai-agents\10-devops-team","README.md",".md","4336","181"
"05-ai-agents\10-devops-team\RESPONSIBILITY_MATRIX.md","05-ai-agents\10-devops-team","RESPONSIBILITY_MATRIX.md",".md","5982","245"
"05-ai-agents\10-devops-team\ROADMAP.md","05-ai-agents\10-devops-team","ROADMAP.md",".md","4410","325"
"05-ai-agents\10-devops-team\WORKFLOW_MAP.md","05-ai-agents\10-devops-team","WORKFLOW_MAP.md",".md","4943","638"
"05-ai-agents\10-devops-team\─09_AI_RELEASE_MANAGER.md","05-ai-agents\10-devops-team","─09_AI_RELEASE_MANAGER.md",".md","5847","431"
"05-ai-agents\11-infrastructure-team\01_AI_INFRASTRUCTURE_DIRECTOR.md","05-ai-agents\11-infrastructure-team","01_AI_INFRASTRUCTURE_DIRECTOR.md",".md","11070","690"
"05-ai-agents\11-infrastructure-team\02_AI_NETWORK_INFRASTRUCTURE_MANAGER.md","05-ai-agents\11-infrastructure-team","02_AI_NETWORK_INFRASTRUCTURE_MANAGER.md",".md","5869","467"
"05-ai-agents\11-infrastructure-team\03_AI_SERVER_INFRASTRUCTURE_MANAGER.md","05-ai-agents\11-infrastructure-team","03_AI_SERVER_INFRASTRUCTURE_MANAGER.md",".md","6077","449"
"05-ai-agents\11-infrastructure-team\AI_BOOTSTRAP.md","05-ai-agents\11-infrastructure-team","AI_BOOTSTRAP.md",".md","3078","245"
"05-ai-agents\11-infrastructure-team\AI_CONTEXT.md","05-ai-agents\11-infrastructure-team","AI_CONTEXT.md",".md","4656","316"
"05-ai-agents\11-infrastructure-team\CHANGELOG.md","05-ai-agents\11-infrastructure-team","CHANGELOG.md",".md","4324","284"
"05-ai-agents\11-infrastructure-team\INDEX.md","05-ai-agents\11-infrastructure-team","INDEX.md",".md","3610","212"
"05-ai-agents\11-infrastructure-team\INFRASTRUCTURE_GUIDE.md","05-ai-agents\11-infrastructure-team","INFRASTRUCTURE_GUIDE.md",".md","5585","427"
"05-ai-agents\11-infrastructure-team\KPI_FRAMEWORK.md","05-ai-agents\11-infrastructure-team","KPI_FRAMEWORK.md",".md","4926","262"
"05-ai-agents\11-infrastructure-team\ORG_CHART.md","05-ai-agents\11-infrastructure-team","ORG_CHART.md",".md","4279","304"
"05-ai-agents\11-infrastructure-team\PROMPT.md","05-ai-agents\11-infrastructure-team","PROMPT.md",".md","5561","342"
"05-ai-agents\11-infrastructure-team\README.md","05-ai-agents\11-infrastructure-team","README.md",".md","3758","215"
"05-ai-agents\11-infrastructure-team\RESPONSIBILITY_MATRIX.md","05-ai-agents\11-infrastructure-team","RESPONSIBILITY_MATRIX.md",".md","4457","219"
"05-ai-agents\11-infrastructure-team\ROADMAP.md","05-ai-agents\11-infrastructure-team","ROADMAP.md",".md","5267","333"
"05-ai-agents\11-infrastructure-team\WORKFLOW_MAP.md","05-ai-agents\11-infrastructure-team","WORKFLOW_MAP.md",".md","6391","437"
